n,tempo_ms,desvio
10000,0.324168,0.21306102078043274
20000,0.8608899999999999,0.8308539845845357
30000,1.053586,0.7285792577365897
40000,1.016114,0.809977431292996
50000,1.1146099999999999,0.850717765242974
60000,1.3997140000000001,1.108046128463973
70000,3.4769159999999992,5.691606991820851
80000,2.283438,1.2882058399013723
90000,2.384474,1.4580390264749432
100000,3.5313179999999993,3.0397539718003497
