n,tempo_ms,desvio
10000,0.21311200000127428,0.17203016907254662
20000,0.35950599993157084,0.19792456483154067
30000,0.7801079999444482,1.320717665950949
40000,0.8299479999550385,0.3878694332906751
50000,0.8588619999682123,0.44950225361247154
60000,1.092865999926289,0.7935009924510751
70000,1.1128300000018498,0.7786576244065253
80000,1.81006000000707,1.3631769833231016
90000,1.7169840001042758,1.5839828838018193
100000,1.9264920000568964,1.1103927113912186
